contractSymbol,lastTradeDate,spx_close,vix_close,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
SPXW250428C05480000,2025-04-25 20:11:33+00:00,5525.2099609375,24.84000015258789,5480.0,60.6,59.4,63.4,2.8999977,5.0259924,1012.0,265.0,0.22409833526611322,True,REGULAR,USD
SPXW250428C05485000,2025-04-25 20:12:51+00:00,5525.2099609375,24.84000015258789,5485.0,57.2,57.6,58.3,3.0600014,5.652016,1748.0,228.0,0.2124178490447998,True,REGULAR,USD
SPXW250428C05490000,2025-04-25 20:09:36+00:00,5525.2099609375,24.84000015258789,5490.0,51.6,53.9,54.6,-0.30000305,-0.57804054,2046.0,281.0,0.20993069129943845,True,REGULAR,USD
SPXW250428C05495000,2025-04-25 20:14:27+00:00,5525.2099609375,24.84000015258789,5495.0,49.1,50.3,51.0,0.3199997,0.656006,1435.0,303.0,0.20750456809997556,True,REGULAR,USD
SPXW250428C05500000,2025-04-25 20:14:16+00:00,5525.2099609375,24.84000015258789,5500.0,45.34,46.8,47.5,-0.9599991,-2.0734322,5193.0,928.0,0.2051089621734619,True,REGULAR,USD
SPXW250428C05505000,2025-04-25 20:14:36+00:00,5525.2099609375,24.84000015258789,5505.0,42.6,43.4,44.1,-1.4000015,-3.1818216,1206.0,480.0,0.20270572692871092,True,REGULAR,USD
SPXW250428C05510000,2025-04-25 20:14:47+00:00,5525.2099609375,24.84000015258789,5510.0,40.1,40.1,40.8,-1.7000008,-4.0669875,2365.0,424.0,0.2002643450927734,True,REGULAR,USD
SPXW250428C05515000,2025-04-25 20:14:27+00:00,5525.2099609375,24.84000015258789,5515.0,35.9,37.0,37.6,35.9,,2232.0,64.0,0.1977542993927002,True,REGULAR,USD
SPXW250428C05520000,2025-04-25 20:14:47+00:00,5525.2099609375,24.84000015258789,5520.0,33.9,33.9,34.6,-1.0599976,-3.0320299,2897.0,376.0,0.19576304733276367,True,REGULAR,USD
SPXW250428C05525000,2025-04-25 20:14:56+00:00,5525.2099609375,24.84000015258789,5525.0,31.4,31.1,31.6,-2.08,-6.212664,3481.0,365.0,0.19301649276733396,True,REGULAR,USD
SPXW250428C05530000,2025-04-25 20:14:53+00:00,5525.2099609375,24.84000015258789,5530.0,28.4,28.3,28.8,-3.0500011,-9.697936,1870.0,755.0,0.1907429559326172,False,REGULAR,USD
SPXW250428C05535000,2025-04-25 20:14:56+00:00,5525.2099609375,24.84000015258789,5535.0,25.9,25.7,26.1,25.9,,1391.0,87.0,0.18827105682373046,False,REGULAR,USD
SPXW250428C05540000,2025-04-25 20:14:48+00:00,5525.2099609375,24.84000015258789,5540.0,22.7,23.2,23.7,-2.5199986,-9.992064,1652.0,457.0,0.1868367449951172,False,REGULAR,USD
SPXW250428C05545000,2025-04-25 20:13:31+00:00,5525.2099609375,24.84000015258789,5545.0,20.2,20.9,21.4,20.2,,1430.0,,0.18518881225585934,False,REGULAR,USD
SPXW250428C05550000,2025-04-25 20:14:44+00:00,5525.2099609375,24.84000015258789,5550.0,18.2,18.7,19.2,-5.25,-22.38806,5496.0,1757.0,0.1833119999694824,False,REGULAR,USD
SPXW250428C05555000,2025-04-25 20:11:58+00:00,5525.2099609375,24.84000015258789,5555.0,16.1,16.7,17.2,16.1,,1149.0,,0.1818471708679199,False,REGULAR,USD
SPXW250428C05560000,2025-04-25 20:14:01+00:00,5525.2099609375,24.84000015258789,5560.0,14.27,14.8,15.3,-5.2299995,-26.82051,2002.0,850.0,0.18015346221923828,False,REGULAR,USD
SPXW250428C05565000,2025-04-25 20:14:46+00:00,5525.2099609375,24.84000015258789,5565.0,12.6,13.1,13.6,12.6,,1551.0,,0.1789022540283203,False,REGULAR,USD
SPXW250428C05570000,2025-04-25 20:14:59+00:00,5525.2099609375,24.84000015258789,5570.0,11.6,11.6,12.0,-5.1000004,-30.538923,1585.0,334.0,0.1774374249267578,False,REGULAR,USD
SPXW250428C05575000,2025-04-25 20:14:33+00:00,5525.2099609375,24.84000015258789,5575.0,9.8,10.2,10.6,-6.0999994,-38.364777,2034.0,629.0,0.17652190673828128,False,REGULAR,USD
